"Idade","Renda","Utilizou"
46.6139360387527,7.09692245950771,"N"
35.5771519787231,6.24257748694807,"S"
52.5973931696471,9.63727894146485,"N"
50.3768130950179,7.19222144962621,"N"
37.939451772201,4.73276454850139,"S"
36.7798499370125,5.6961324764909,"S"
53.3779342753912,8.53602264239248,"N"
54.0751240264847,8.05364261902423,"N"
44.0933414986631,5.12345454563988,"S"
32.885509131886,6.87502378251278,"S"
33.4229140768301,6.46553780611862,"S"
40.9102845857996,5.44843591001646,"S"
34.7504633896609,7.14169399523994,"S"
56.0224370825683,8.81078529485241,"N"
45.2514491147092,5.70743596112107,"N"
46.8006525776687,6.8336546005959,"N"
33.4573825427309,6.81243996296194,"S"
50.7005190085952,8.04603395051285,"N"
50.4011327792358,7.08120356244071,"N"
32.7195528333703,5.47981088540255,"S"
32.86025912178,5.70374178380784,"S"
56.069647259218,8.76530598801299,"N"
57.29073062784,9.35256879260944,"N"
36.6822896810829,6.34339485465372,"S"
44.2646116858812,6.68115483868857,"N"
40.7255981319615,4.87137938417361,"S"
36.6331313550759,5.04699259557563,"S"
34.0210838930395,5.22667854243114,"S"
40.6707588420852,5.85189270129804,"S"
31.2548218183539,6.94627364081334,"S"
36.7125756156643,5.33226397519631,"S"
55.9790206504792,8.81125071457493,"N"
53.192017441769,9.18776086117344,"N"
39.487542378312,7.03645691254807,"N"
43.8211048272141,5.84535555363361,"S"
33.3609657259405,6.93830484389595,"S"
39.7374534002925,5.04879516159596,"S"
32.91324001903,5.32896885786173,"S"
46.1916935118262,4.35494332285571,"S"
43.7359495141333,6.07218572178909,"N"
47.936852894135,7.31159074948685,"N"
41.3755604867932,5.53664769343287,"N"
41.9281889593485,5.1342984898709,"S"
54.4306717440552,9.01554959459746,"N"
40.8002133287174,6.07383484117148,"S"
34.9393102110546,5.57493433025398,"S"
29.9614735474427,6.23397040331139,"S"
48.5953651400529,6.42257691792154,"N"
43.6987519732702,4.40718079355197,"S"
51.5506067476327,9.46464329345802,"N"
47.8270798036428,4.28474566163232,"S"
48.1463631570794,7.40479515228071,"N"
50.5441027904808,8.02466094370282,"N"
50.0454370340516,8.58639605286644,"N"
42.9528481167458,4.68275456081198,"S"
43.3867272502974,6.68421336480781,"N"
40.8763095826855,6.86754215285343,"N"
37.2662779405663,5.64277757790298,"S"
51.0632553522454,7.64108174571874,"N"
45.3582574291278,4.62813726847875,"S"
38.7979147428523,4.96147457432556,"S"
43.2754565383699,6.72407406215554,"S"
45.8327469236892,6.55282397591099,"N"
45.7608348762161,7.32218512958564,"N"
51.6351220230017,3.35714246862565,"S"
43.8251327738456,7.13841246485259,"N"
42.7526318375644,4.95251348504353,"S"
49.3511246501648,8.06011975833745,"N"
47.1989540444186,6.63963458993056,"N"
53.1495866127536,8.43115834810545,"N"
49.623465133659,8.6817775675898,"N"
31.9346067083054,6.30634314874702,"S"
45.4033953927193,7.47434444722148,"N"
40.086925281661,5.49218879698483,"S"
47.6750031740354,7.39456963718585,"N"
32.1903169718667,6.75321732852459,"S"
40.1067682115552,5.85380422680133,"S"
51.1538657353319,8.4861252705239,"N"
30.0633183102414,7.60193253826429,"S"
33.7016621258528,5.53218643542021,"S"
43.4090617939915,5.31428268406727,"S"
51.5492913964164,7.88257277061912,"N"
41.1937379983029,5.89029387308484,"S"
33.2460972028571,6.30520627617534,"S"
44.7923410517258,4.06157419243675,"S"
39.844058882351,5.27510053107699,"S"
41.3141072251448,4.57093123628095,"S"
42.67200338665,5.07821704127715,"S"
33.5273192652159,5.35783645987539,"S"
42.4272144340568,4.7537366426633,"S"
45.7423861967696,4.80908941261421,"S"
46.7492816898515,8.21541026798169,"N"
38.6731668712499,5.46903300162734,"S"
35.9566490212364,6.52067075441175,"S"
41.7165221673055,4.38737867799147,"S"
51.8256596436348,8.22705275782937,"N"
45.8032591422516,7.55884586953756,"N"
49.5132892065779,7.96839786424443,"N"
45.4919350306899,4.77135193254891,"S"
30.4628742488258,5.89844811909101,"S"
49.7986936587107,9.07470075163319,"N"
46.6914846388039,8.08524310984778,"N"
40.6491095548536,5.89497931555904,"S"
39.433426687281,5.45633276167331,"S"
42.9345020116877,4.57389144582611,"S"
44.1490057462857,4.42155322563684,"S"
43.0353860008913,4.67112489835934,"S"
48.8340700320214,8.81708452845624,"N"
40.3968230925705,5.97131096122132,"S"
52.9795585326708,8.28960722924458,"N"
53.1604981591883,8.24688051761323,"N"
51.823109179243,7.81095049073008,"N"
46.9409148484812,6.46456366927496,"N"
35.7923182366217,5.10932969144531,"N"
47.5481980888554,6.87185069972252,"N"
31.689868206094,5.89611609153019,"S"
55.2169478524491,8.94990800088436,"N"
34.0612106324107,5.36884563204774,"S"
51.2492384266186,8.16611278559533,"N"
49.102927710318,4.61464880992043,"S"
29.558410447505,7.6131509375672,"S"
45.4406155400014,7.47981718270277,"N"
39.4748313445525,5.4710392848091,"S"
42.147018994742,5.87110774315627,"S"
45.7324365877338,7.81008170908486,"N"
39.9348356877665,5.48168786086346,"S"
45.771982528375,7.50957749767379,"N"
47.8631329283637,7.55330138879232,"N"
40.2152299004691,4.90398660981754,"S"
56.1519683725212,9.18500801289476,"N"
51.3254878940622,8.00816390273921,"N"
54.2181406755213,8.5273117531475,"N"
43.3070369264156,4.95183826265825,"S"
36.630509873202,5.67635190293595,"S"
52.8603880146495,10.2084240292836,"N"
33.8151572041303,6.01520807627881,"S"
36.3748365708648,5.46373003349798,"S"
29.5608821456821,6.79350942122689,"S"
37.7351556668255,5.59282996361725,"S"
41.293347960528,5.19567964252251,"S"
40.5417164545058,5.56699103385711,"S"
47.2404574201898,7.3748703513592,"N"
53.5900214597671,8.75246119006323,"N"
55.6974401978981,9.58990185485883,"N"
36.6868694299986,5.31325391697773,"S"
47.0742768879472,7.14579318471379,"N"
47.8199297738835,6.33116134792117,"N"
42.2736021894795,4.73434546751199,"S"
29.7935352686701,7.90666039140151,"S"
38.5303443905434,5.51684787993326,"S"
51.5371765663171,9.24302706594998,"N"
37.1736621340739,5.74981335799347,"S"
55.3227934999665,9.68831555471103,"N"
49.3671484073326,7.22435479834692,"N"
52.0225808999365,8.07971852418526,"N"
44.6718476364772,4.86924318673459,"S"
48.9145304276018,7.70504280269269,"N"
56.7930913635892,9.23742008227074,"N"
29.3479947547639,7.48271666471977,"S"
43.301855910668,6.34062444362837,"N"
28.6698474174148,7.0739126843537,"S"
44.9983705362646,6.1458285134986,"N"
37.7864777198814,4.49583631915236,"S"
51.7644110751395,9.23903784466724,"N"
34.0566607374174,5.07491769018306,"S"
39.9684059703404,4.37512846530984,"S"
38.5639165583905,5.04366281077638,"S"
47.9793822378608,7.13400884825857,"N"
48.8155501395431,7.83016146091076,"N"
47.3805917711078,8.61518531877305,"N"
45.8445623240834,5.96464195623984,"N"
43.5641857666109,4.57038877621184,"S"
46.9479414698097,4.97284881083342,"S"
43.498471983063,5.2689215089806,"S"
50.1397844837588,7.52243084791784,"N"
52.2389597092327,7.97911773153955,"N"
51.4833664249307,8.73837137572285,"N"
39.9618420699954,5.69117938237378,"S"
43.6363827035368,5.34925041056798,"S"
43.778946645577,5.62553005927861,"S"
50.4293365068218,7.17594186681753,"N"
43.5840767922259,4.90053048249114,"S"
43.4250689646349,6.93808610560324,"N"
34.3290526547467,5.69764341282789,"S"
48.6993144701799,4.43162630987085,"S"
42.3657104582809,4.67855963656277,"S"
44.9442466531463,6.42704026486392,"N"
37.1940083206003,6.94073683468883,"S"
47.4157914051031,8.19093735702613,"N"
54.3237719343554,9.32643662851942,"N"
42.2794368796369,4.19129083896979,"S"
41.7625557953246,3.72227311312221,"S"
46.4624769437905,7.59897952565287,"N"
43.714065415387,4.61727173453,"S"
50.9770715613217,6.2322479367649,"N"
54.8242639000184,8.24604053170046,"N"
40.986378834635,3.53131930710489,"S"
37.2929042266824,5.75401805052354,"S"
37.785808644783,4.88588011785144,"S"
39.665703614961,4.66911102747654,"S"
30.2386998471734,6.69979384563608,"S"
46.8040036959711,7.77290534913865,"N"
57.1307702219198,9.28419343580219,"N"
51.6561314933669,7.71268005435948,"N"
46.4161531744033,7.74507592633069,"N"
55.1652802400951,8.66489781210356,"N"
52.9357732664212,8.54816615046885,"N"
50.0039057266065,8.5475731758967,"N"
42.9636400982826,4.34453121893087,"S"
44.6869825376983,7.84283268063646,"N"
42.0576730598565,5.2311374982419,"S"
48.1486178091615,6.33504261066921,"N"
52.4008391973512,8.31460943215071,"N"
53.4961744773681,7.79747677681474,"N"
49.9849672145888,7.54737424982513,"N"
52.4962269755111,7.07597352493493,"N"
46.5314476277504,7.16844175459649,"N"
31.4665722333296,6.11112396899062,"S"
42.0519052192447,5.23468953292813,"S"
45.8014188810492,4.29869106944617,"S"
40.430272699066,4.87158034413421,"S"
39.706489962517,5.27989917437168,"S"
46.9507965746591,7.43063055071033,"N"
50.0767940079273,9.23046963195671,"N"
53.4634128141904,8.65281430468142,"N"
44.8548468495132,7.44389940660913,"N"
47.0398600238257,7.15350419572921,"N"
49.5909056789899,3.80994996793363,"S"
51.0430410605155,8.2345081059273,"N"
32.245655941423,7.73106952154707,"S"
46.6676762420509,8.3807178162484,"N"
36.2736101118437,5.25656180823803,"S"
36.6226113821373,5.98168050708342,"S"
41.2876591369113,6.45067777346472,"N"
54.1019100958842,7.4910022806899,"N"
47.0961035812787,8.53248961399985,"N"
40.3940302279891,5.91314427207169,"S"
32.6981616533927,6.82220934015245,"S"
47.2730636506349,7.51694475258439,"N"
50.378109322305,7.76892070729068,"N"
40.7123717838887,5.41543982530202,"S"
49.8726182326403,8.63799994044117,"N"
50.6875859128501,4.40147865755725,"S"
30.617515542678,5.9472270048467,"S"
33.152443050857,6.55276672107408,"S"
38.1541304096192,6.53598767161679,"S"
36.6760721500629,6.9653832852478,"S"
52.7343083707455,8.62009332586008,"N"
36.5492239838815,5.91474667984262,"S"
51.1282734604844,8.25234436588075,"N"
47.9683456564097,5.04371636704663,"S"
52.9804734519635,9.05206003929648,"N"
51.1041112285045,7.84033544044974,"N"
39.5019623411566,6.06869123959948,"S"
37.4404828510685,5.26118683094358,"S"
44.8577574022824,4.57942371764518,"S"
43.6678161375592,7.51929087837394,"N"
36.6851908036141,6.35115600414467,"S"
44.5000327164599,4.58533251171457,"S"
29.9809029256832,7.03683986849978,"S"
57.0510235904026,9.99442109163949,"N"
42.8125085281866,5.17444551249061,"S"
52.1402274366334,8.6913851477344,"N"
45.7413629375842,6.48580920500485,"N"
52.287930788374,8.23875675741347,"N"
33.0214419675705,6.19123027845893,"S"
50.0467011081974,7.14773742559999,"N"
51.9224836308195,8.74040167028421,"N"
36.9944792349098,6.45442590876036,"S"
50.831555239262,7.16105414095977,"N"
40.7310716535947,6.1335550876637,"N"
49.2450921870252,9.12957905695277,"N"
47.1404684583199,8.16458808754966,"N"
50.4672546966955,7.80960791805033,"N"
55.2018644232503,7.83248145914671,"N"
36.7706451031077,4.89798090319779,"S"
52.367502623034,8.9652829389591,"N"
29.0065153786548,6.94083881690556,"S"
36.8580817907374,4.74579786048875,"S"
38.9563124218092,5.26450371318994,"S"
35.8264290462053,6.80773016876899,"S"
39.7657289567431,5.87649286072293,"S"
30.4082623213339,7.03798566294269,"S"
47.6140255468876,7.56822237562089,"N"
36.4492782368098,5.70553418793796,"S"
36.4501127803207,6.19458201051543,"S"
38.9524119674391,6.09676204146824,"S"
52.0293065892951,7.79554981801934,"N"
48.7298119355724,7.77172642887084,"N"
40.9452786104308,5.8882197104583,"S"
45.4241202309993,7.16510463488586,"N"
38.0933540842197,4.58898074893978,"S"
39.8229478690824,4.74876300139974,"S"
48.1577760522428,3.60884077860642,"S"
44.561467327549,7.19833989113468,"N"
35.7235206523568,5.94572308805158,"S"
50.4856006135662,7.84616624569217,"N"
34.1046961743052,5.7544203865942,"S"
51.6701626057097,8.41262879129048,"N"
47.7155511918154,3.90317167046746,"S"
35.6267293410122,6.26126203137826,"S"
39.8081732678171,5.48478722570269,"S"
49.8496890127959,7.87855782119144,"N"
29.9252965017859,5.39636536058189,"S"
52.5215694859753,7.91932838168289,"N"
32.0412409707377,6.77549773689656,"S"
32.352983474409,6.01690260126955,"S"
45.7827846513591,5.74142505473878,"N"
48.9473876095472,7.28357595865757,"N"
35.0893240387835,5.79665849204382,"S"
43.9339505896532,3.83935508546225,"S"
46.5374869721497,7.12305368998102,"N"
41.7577899619061,6.67150339189885,"N"
41.8557776819716,4.78861560111791,"S"
56.3650153611724,9.33690088311288,"N"
49.9283093813768,7.04889275931706,"N"
54.3584189955467,8.82438321764173,"N"
53.9213878885289,8.08527515438574,"N"
47.9279251811877,8.78600707776097,"N"
42.3636164794845,4.12012359456605,"S"
35.3053262367098,6.11523504872254,"S"
48.4853404277527,7.53217319860629,"N"
34.7827766789223,5.66688820937787,"S"
54.6956937104882,8.28409932291114,"N"
40.0103876997493,4.48853521784084,"S"
48.9701889430479,7.93437998762423,"N"
44.7675107605696,4.74375659138553,"S"
38.3674327944862,5.42064968175184,"S"
36.5020871773403,5.81871533929525,"S"
34.8979159606018,5.33728705219399,"S"
40.0403168539129,5.01248642432768,"S"
37.0351236172067,6.26814555094199,"S"
38.5859563538683,5.6906109722839,"S"
32.9907423978199,6.48149103850997,"S"
37.5135579572209,5.43220916718991,"S"
33.3699950607606,5.35403330126012,"S"
50.909515016322,3.83016025140548,"S"
39.5419258517496,6.12273279045302,"S"
46.5359279992903,6.94446106665903,"N"
54.4173209300944,9.3921607389466,"N"
38.6815582320681,6.29802905542953,"S"
37.0652900675021,6.69114596372517,"S"
41.2183559615239,4.18537720300836,"S"
26.495217220034,6.96695273445523,"S"
34.3733543343684,5.06116692209095,"S"
48.2152348796372,8.20163345642655,"N"
40.531666273209,5.6381015805928,"S"
44.3206910291456,5.83863108025712,"S"
49.506318305742,8.14099568622291,"N"
49.045374341736,8.65574486411913,"N"
35.5574756133474,5.84444982835391,"S"
52.0569565184286,8.44185529771412,"N"
40.4100602347799,5.1100068877922,"S"
54.7539810983608,8.60135804219502,"N"
54.1133777314772,8.19135144227299,"N"
32.8843634547253,6.68857576930026,"S"
46.5072817911613,7.30374195198648,"N"
49.3915582837868,3.73757594748253,"S"
43.6934756371071,5.4952517240614,"S"
44.538853241606,7.07815008989232,"N"
42.8956708695125,6.95674739495583,"N"
50.773367610887,8.18828709682039,"N"
41.4125940915928,5.50221229614158,"S"
48.1353546849279,8.32788477330809,"N"
34.2489787025476,7.52612762646757,"S"
45.3376560848881,5.14292503911308,"S"
51.0727521073609,8.01617996055948,"N"
47.6524153636198,4.3065477117305,"S"
51.9652436202888,7.5219999380021,"N"
33.5517038914137,6.0983814905303,"S"
43.712890989526,5.43125532267005,"S"
42.0375947078047,4.36218427154084,"S"
45.0696461127099,6.95222326528596,"N"
54.5327541491701,8.58295130577246,"N"
52.4971251842672,8.5468767011224,"N"
42.1295318680511,5.0306210290742,"S"
37.460412251907,5.80310208624149,"S"
40.8907962652807,5.28688836447751,"S"
54.9888152580859,9.37990597251959,"N"
41.6346698590418,4.99384215587106,"S"
47.6804887054895,4.88209090005496,"S"
38.8245860182321,5.79896976779371,"S"
48.0160841338959,7.88624834355625,"N"
39.3345943497457,5.36249235463885,"S"
53.998332764781,9.07815842001321,"N"
40.3480169639145,6.07670312774021,"S"
50.5146947016283,8.33448137374609,"N"
37.9165775609274,6.03670823658482,"S"
40.8783463889481,5.36434578260451,"S"
38.9032797253691,5.65031667533528,"S"
44.2443199900442,4.68848621991755,"S"
40.5154423266319,5.1616182008734,"S"
52.1170182005698,8.14740218760305,"N"
29.3682030440825,7.02214902003306,"S"
32.6297460790668,6.55492560393491,"S"
40.8321876429962,6.2882323657618,"S"
45.0686906798595,3.430536707186,"S"
40.7630743599538,6.48009289285384,"N"
40.7252487843278,6.09573439664284,"S"
46.6397910105773,7.31066550124989,"N"
40.9863502011306,6.0683121429407,"S"
34.0540768262616,6.16173032803334,"S"
36.6378227622527,5.8443140646017,"S"
45.4939964749988,7.21824195029707,"N"
36.7476125133917,5.59853278296759,"S"
41.7257452479748,5.47046737489532,"S"
57.6281229368199,8.59463115102388,"N"
44.6238313301375,5.36368256759515,"S"
51.0944520322632,8.58161923555486,"N"
34.4778887882747,6.1359211727079,"S"
47.3406732081477,7.89074930549539,"N"
56.5894335758446,8.64029599423602,"N"
43.3818640749086,4.09201149175539,"S"
37.6707531293141,6.57361373727185,"S"
38.8474713127398,5.83654015923588,"S"
51.8399506202308,9.06740089057218,"N"
50.8376201708271,7.54064183843717,"N"
39.5434002790978,6.01292867212659,"S"
51.265850511305,8.51464841898483,"N"
50.0707137443119,8.85803125874038,"N"
39.232406670705,6.09797308517626,"S"
45.7071838776883,7.28418692785213,"N"
41.2211296568675,6.18475950565244,"S"
44.0052132059066,6.66352585041187,"N"
37.6759446889931,6.10001577863312,"S"
39.5176744342782,5.95910304979364,"S"
34.2878623456891,6.08526599464146,"S"
32.8785023426295,5.94614819788119,"S"
36.8388948276853,6.89585633517039,"S"
45.4999061868295,7.78320171637156,"N"
38.5588287432143,4.00452729599117,"S"
29.62660692646,4.75062410354039,"S"
51.7498927743169,8.14212798213854,"N"
46.7010526187067,5.23369717491214,"S"
49.6052785386686,7.69328278511603,"N"
30.5770760720745,6.22521095279987,"S"
32.3132772179452,6.61533116084978,"S"
29.8525603762643,7.34010877245394,"S"
48.0882684275986,2.7945001468299,"S"
58.782961117061,9.12897909146114,"N"
57.1286915617782,8.15666280086584,"N"
42.2546227031345,5.83757203296744,"S"
48.4420309596478,8.02034252273613,"N"
41.0706683995439,5.53543322969944,"S"
38.2735712831769,5.22189343257169,"S"
53.7045872261178,9.61409671553888,"N"
43.2079456731643,7.60659685949955,"N"
29.5367159622248,7.27578672236754,"S"
37.8011332099215,5.83012589085146,"S"
48.1829374461007,7.5521513322985,"N"
44.4379795069135,4.46175051320975,"S"
40.719199160139,4.87267303945035,"S"
41.7727956224193,5.02993163551797,"S"
41.6280347198249,6.64518150118097,"N"
42.3836522825085,4.85883077200566,"S"
39.7832206402175,5.98808131622108,"S"
42.3094581399197,4.00663142657779,"S"
44.9592923852546,6.94438941088245,"N"
52.672937615145,7.79409849302842,"N"
38.4021994818479,5.72242623163051,"S"
34.7757196767678,5.64942238456212,"S"
49.733439371834,7.4679089511619,"N"
39.1153717347526,5.79527222752059,"S"
43.1460186999967,7.94733419082482,"N"
49.7725695029688,8.32234732600612,"N"
51.890538672203,8.34913018775613,"N"
53.9729740912689,8.34243240408643,"N"
43.231072261422,3.99989979482878,"S"
41.5017597899958,4.33952315447561,"S"
37.7371747835924,7.47804489635335,"S"
44.24219084653,5.85210049619546,"N"
40.9757052706232,4.40332137989036,"S"
47.440378679263,6.93381433327351,"N"
56.2399220854286,10.1618275215682,"N"
55.5659256019316,8.42273710058098,"N"
48.4145084647755,6.52135193797692,"N"
45.0750506700218,5.25467078536125,"S"
35.9706051847056,6.73722750320404,"S"
39.959146353631,5.46740300903699,"S"
34.6777877678336,6.70853507521126,"S"
37.8246416132479,5.14497091981678,"S"
48.7939559703238,6.79577602541816,"N"
38.9239023664107,5.70096796129664,"S"
49.1100708321308,8.470373056701,"N"
36.5954398124357,4.78884258951521,"S"
31.3518762327039,7.39060828083088,"S"
43.1159594981472,5.11443146775814,"S"
38.3409887237122,5.40491355080274,"S"
57.0315054499106,9.5616307930756,"N"
46.9323701753386,6.75366850152053,"N"
43.5067028318042,6.45214340553334,"N"
53.1543081532617,8.53973684576492,"N"
37.9196413671044,5.30311237337813,"S"
46.3554857799127,6.88314945609003,"N"
57.435088628062,8.75036940920321,"N"
32.7149207312152,5.66628529845385,"S"
54.2447176635357,9.1744029417283,"N"
38.9271604794584,6.2673121746473,"S"
55.9590193198073,8.11270233762131,"N"
52.5185210260394,8.10792420839852,"N"
35.6716965491726,6.13523114269933,"S"
49.8115948890923,9.53840555400776,"N"
48.9071398272393,6.96104247565603,"N"
39.9115823600117,5.20604204415323,"S"
53.848965130053,8.01511134937736,"N"
47.3970332230982,8.0979132627612,"N"
38.2637081091383,5.91927466108341,"S"
33.6953386966303,6.8890895287886,"S"
50.2057901963143,7.63199245909315,"N"
35.7736009114185,6.41591047312273,"S"
43.9186857811324,5.96101179122531,"N"
30.3920694308231,7.73114383551991,"S"
40.1390961830797,5.54754214135154,"S"
54.1623349194886,9.91267258350742,"N"
40.3275681960271,5.94485981459031,"S"
54.1576124199334,8.76480146629294,"N"
43.6597256797065,5.81954127921799,"S"
50.2020754574867,8.31316091996222,"N"
33.1707523796183,6.92101349815602,"S"
41.4056449649345,4.58532485716833,"S"
45.852683373745,3.71246594994096,"S"
47.7743355846681,7.65295189330183,"N"
33.3518214343935,5.72516732811652,"S"
38.5347821476082,5.25683063900484,"S"
40.0251716250228,6.0893872027558,"S"
54.4988890651605,8.34958640194347,"N"
33.4740841978528,5.77604006972977,"S"
54.3794578349985,8.89792575264899,"N"
51.9290478326997,8.19943259312214,"N"
44.1986991604751,4.07422118768193,"S"
44.7235779329546,6.69792203841707,"N"
44.2870300619209,4.19399851054352,"S"
40.9446164203242,4.29015681669821,"S"
50.4260974043709,9.1710690500753,"N"
48.3789633374503,7.35900788100658,"N"
48.5545471307109,8.50294871575988,"N"
52.2955873209461,4.00083222698971,"S"
42.0480445086833,4.64010666763977,"S"
42.8919216483695,6.11894683619728,"S"
51.7815960257598,8.02170360218107,"N"
38.1170378546446,4.79470017874093,"S"
35.378785056681,5.42931824311889,"S"
50.6663712824949,8.007790640241,"N"
45.026896969812,6.76547819842913,"N"
33.0045771215419,6.07624723289727,"S"
47.0288864658497,4.30429925070748,"S"
55.2017255665287,8.57893412191159,"N"
55.732132216893,9.6868041695989,"N"
37.5113468183178,5.30997735822391,"S"
42.7932951032717,5.39314918841871,"S"
42.4319334011617,5.12644860158978,"S"
36.767564663206,5.84258783145844,"S"
50.6936363692524,8.44165878689141,"N"
47.424389788681,6.98686885862121,"N"
33.2203542002207,7.14517211963905,"S"
39.1136896606437,5.73280718564764,"S"
52.5255951797326,8.92493747220307,"N"
50.9995015747832,7.48493302530476,"N"
38.8877849555325,4.48412474092428,"S"
54.9390745071974,10.1191275902708,"N"
31.8139220278458,6.02958261714756,"S"
53.3320365558846,8.35284652307904,"N"
50.8953506586166,9.10793039678422,"N"
38.1424866140073,4.32293313654709,"S"
37.3997765733797,6.09152081232491,"S"
51.8258438257002,8.39032385258789,"N"
36.3430592790813,5.96787606293485,"S"
58.5521377886465,11.6056441380919,"N"
38.0779603562617,6.17657610733071,"S"
54.0052808178193,8.92733770485249,"N"
48.3634204124064,6.09439071967719,"N"
42.0571205980531,3.85724750971783,"S"
48.2617507486963,7.06380436343494,"N"
37.203358147801,5.82150792222383,"S"
51.01884640601,7.6031090020467,"N"
47.6136101206046,3.19408054458137,"S"
49.704269621058,8.27386401948043,"N"
35.6620075838502,5.82297332069014,"S"
48.985594812797,9.40024003889408,"N"
37.3838801459872,5.02756879071394,"S"
54.5295120539109,8.23817161019497,"N"
48.8894178894617,7.90048732497398,"N"
41.61130274507,3.5293706442996,"S"
51.3570380852225,8.5399593192228,"N"
53.9560806298491,8.77295601497323,"N"
45.9180232169866,7.05022288479751,"N"
45.4848423399353,5.87363239282565,"S"
51.0660775742826,7.85301079451028,"N"
33.9098202374101,6.38679340932,"S"
48.339261033702,7.0349924094049,"N"
36.8779671041242,5.49425871566862,"S"
